Subject_ID,Loc_Plot_State1,Loc_Plot_City1,Year_Exposure,Plot_Target1,Attack_Preparation,Changing_Target,Anticp_Fatals_Targ,Internet_Use_Plot,Extent_Plot,Violent,Primary_Event_Mass_Casualty_Incident,Primary_Event_Mass_Casualty_Incident_Type,Primary_Event_Mass_Casualty_Incident_Killed,Foreign_Fighter,Criminal_Severity,Criminal_Charges,Indict_Arrest,Current_Status,Group_Membership,Actively_Recruited,Recruiter1,Actively_Connect,Group_Competition,Role_Group,Length_Group,Clique,Internet_Radicalization,Media_Radicalization,Social_Media,Social_Media_Frequency,Social_Media_Platform1,Social_Media_Activities1,Radicalization_Islamist,Radicalization_Far_Right,Radicalization_Far_Left,Radicalization_Single_Issue,Ideological_Sub_Category1,Loc_Habitation_State1,Loc_Habitation_City1,External_Rad,Rad_duration,Radical_Behaviors,Radical_Beliefs,Event_Influence1,Radicalization_Place,Broad_Ethnicity,Age,Marital_Status,Children,Gender,Religious_Background,Convert,Reawakening,Citizenship,Residency_Status,Nativity,Time_US_Months,Immigrant_Generation,Immigrant_Source,Education,Student,Employment_Status,Work_History,Military,Military_Status_Arrest,Foreign_Military,Social_Stratum_Childhood,Social_Stratum_Adulthood,Abuse_Child,Abuse_Adult,Abuse_Type1,Psychological,Alcohol_Drug,Radical_Friend,Radical_Family,Radical_Signif_Other,Previous_Criminal_Activity,Previous_Criminal_Activity_Type1,Previous_Criminal_Activity_Age,Gang,Gang_Age_Joined,Trauma,Other_Ideologies,Angry_US,Group_Grievance
3469,Ohio,-99,1997,1,-99,-99,-99,0,5,1,0,-88,-88,0,10,2,4,4,3,-99,-99,-99,-99,1,-99,0,0,-99,-88,-88,-88,-88,0,1,0,0,2,Pennsylvania,Hereford,0,3,10,5,-99,-99,3,46,2,1,2,15,0,-99,United States of America,1,United States of America,-99,0,-88,-99,-99,1,4,1,0,0,-99,2,0,0,-88,0,0,3,-99,-99,-99,-99,-99,0,-88,-99,0,-99,3
3470,Ohio,Cincinnati,1996,-88,-88,-88,-88,-88,0,0,-88,-88,-88,0,5,-99,1,1,3,1,3,0,-99,1,48,0,-99,-99,-88,-88,-88,-88,0,1,0,0,2,Ohio,Cincinnati,0,3,7,5,-99,-99,3,24,-99,-99,2,15,0,-99,United States of America,1,United States of America,288,0,-88,3,0,-99,-99,0,-88,0,-99,-99,0,0,-88,0,0,3,0,0,0,-88,-88,0,-88,-99,0,1,1
3472,Georgia,Atlanta,1996,3,2,0,-99,0,3,1,1,0,-88,0,7,2,4,5,2,-99,-99,-99,-99,3,-99,1,-99,-99,-88,-88,-88,-88,0,1,0,0,1,Georgia,Roberta,0,-99,9,5,0,-99,3,35,-99,-99,2,-99,0,-99,United States of America,1,United States of America,-99,0,-88,-99,-99,1,4,0,-88,0,-99,2,0,0,-88,0,0,-99,-99,-99,-99,-99,-99,0,-88,-99,0,1,-99
3474,Arizona,Phoenix,1996,-99,-99,-99,-99,-99,3,1,1,0,-88,0,7,2,4,1,2,-99,-99,-99,-99,-99,-99,1,0,-99,-88,-88,-88,-88,0,1,0,0,1,Arizona,-99,0,1,6,4,-99,-99,3,50,-99,-99,2,-99,0,-99,United States of America,1,United States of America,-99,0,-88,5,-99,1,4,1,0,0,-99,-99,0,0,-88,0,0,2,-99,-99,0,-88,-88,0,-88,0,0,1,3
3475,Washington,Bellingham,1996,16,1,0,1,-99,3,1,1,0,-88,0,5,2,4,4,2,0,-88,-99,-99,3,-99,0,-99,-99,-88,-88,-88,-88,0,1,0,0,1,Washington,Bellingham,0,2,9,5,0,-99,3,45,3,1,2,-99,0,-99,United States of America,1,United States of America,540,0,-88,3,0,4,1,1,0,0,3,2,0,0,-88,1,0,-99,-99,0,2,6,2,0,-88,0,0,0,0
3476,Washington,Spokane,1996,5,1,-99,1,-99,5,1,1,0,-88,0,10,2,2,4,2,-99,-99,-99,-99,2,-99,1,-99,-99,-88,-88,-88,-88,0,1,0,0,4,Idaho,Sandpoint,0,-99,10,5,-99,1,3,44,2,2,2,15,0,-99,United States of America,1,United States of America,528,0,-88,-99,-99,1,4,0,-88,0,-99,2,0,0,-88,0,0,3,-99,-99,1,16,4,0,-88,-99,0,1,1
3478,Washington,Spokane,1996,1,2,0,-99,-99,5,1,1,0,-88,0,10,2,4,4,2,-99,-99,-99,-99,3,108,1,-99,2,-88,-88,-88,-88,0,1,0,0,1,Idaho,Sandpoint,0,3,10,5,6,1,3,51,3,3,2,15,0,-99,United States of America,1,United States of America,612,0,-88,3,0,1,4,1,0,0,3,3,0,0,-88,0,0,3,-99,-99,0,-88,-88,0,-88,-99,0,1,2
3480,West Virginia,Clarksburg,1996,2,2,0,3,-99,3,1,1,0,-88,0,7,2,4,4,2,0,-88,0,-99,3,-99,0,-99,-99,-88,-88,-88,-88,0,1,0,0,1,West Virginia,Stonewood,-99,2,10,5,-99,-99,3,56,2,-99,2,-99,0,-99,United States of America,1,United States of America,672,0,-88,-99,0,-99,-99,1,0,0,2,2,0,0,-88,0,0,-99,-99,-99,0,-88,-88,0,-88,-99,0,1,1
3482,Michigan,Kalamazoo,1997,2,1,0,1,-99,3,1,1,0,-88,0,7,2,4,1,2,-99,-99,-99,-99,2,24,1,-99,-99,-88,-88,-88,-88,0,1,0,0,2,Michigan,Kalamazoo,-99,-99,10,4,6,-99,-99,32,-99,-99,2,-99,0,-99,United States of America,1,United States of America,384,0,-88,-99,0,-99,-99,0,-88,-99,-99,-99,0,0,-88,0,1,3,-99,-99,-99,-99,-99,0,-88,-99,0,1,3
3484,Texas,Chico,1997,14,2,0,3,-88,3,1,1,0,-88,0,7,2,4,1,3,-99,-99,-99,1,2,-99,1,-99,-99,-88,-88,-88,-88,0,1,0,0,2,Texas,Boyd,-99,-99,10,-99,0,-99,-99,34,-99,-99,2,-99,0,-99,United States of America,1,United States of America,408,0,-88,3,-99,-99,-99,0,-88,-99,-99,-99,0,0,-88,0,0,-99,-99,-99,-99,-99,-99,0,-88,-99,0,-99,-99
3485,Texas,Chico,1997,14,2,0,3,-88,3,1,1,0,-88,0,7,2,4,1,3,-99,-99,-99,-99,2,-99,1,-99,-99,-88,-88,-88,-88,0,1,0,0,2,Texas,Boyd,-99,-99,10,5,-99,-99,3,37,2,-99,2,-99,0,-99,United States of America,1,United States of America,444,0,-88,2,-99,-99,-99,1,0,0,-99,1,0,0,-88,0,0,3,-99,3,-99,-99,-99,0,-88,-99,0,1,2
3486,Texas,Chico,1997,14,2,0,3,-88,3,1,1,0,-88,0,7,2,2,-99,3,-99,-99,-99,-99,2,-99,1,-99,1,-88,-88,-88,-88,0,1,0,0,2,Texas,Boyd,0,-99,10,3,-99,-99,3,35,2,-99,1,-99,0,-99,United States of America,1,United States of America,420,0,-88,-99,-99,1,4,0,-88,0,-99,2,0,0,-88,0,0,3,3,3,-99,-99,-99,0,-88,-99,0,-99,-99
3489,California,Yuba City,1997,-88,-88,-88,-88,-88,0,0,-88,-88,-88,0,5,2,4,4,2,-99,-99,-99,0,3,-99,1,0,-99,-88,-88,-88,-88,0,1,0,0,4,California,Olivehurst,0,2,7,4,6,-99,3,34,2,4,2,11,0,-99,United States of America,1,United States of America,408,0,-88,-99,0,-99,-99,0,-88,0,-99,1,0,0,-88,0,0,-99,-99,-99,3,2,-99,0,-88,0,0,1,3
3490,Washington,Colville,1995,14,2,0,1,-99,5,1,0,-88,-88,0,10,2,4,4,2,1,3,-99,0,2,-99,0,-99,-99,-88,-88,-88,-88,0,1,0,0,2,Iowa,Dubuque,-99,3,10,5,-99,0,3,36,2,-99,2,11,0,-99,United States of America,1,United States of America,-99,0,-88,3,-99,-99,-99,1,0,0,2,1,0,0,-88,0,0,3,-99,-99,3,3,2,0,-88,2,0,-99,-99
3491,Alabama,Montgomery,1998,1,2,-99,1,0,2,1,1,0,-88,0,7,2,4,1,3,-99,-99,-99,1,3,-99,0,0,1,-88,-88,-88,-88,0,1,0,0,2,Illinois,Wood River,0,3,10,5,6,-99,2,35,3,3,2,-99,0,-99,United States of America,1,United States of America,420,0,-88,-99,0,1,4,0,-88,0,-99,2,0,0,-88,0,0,1,-99,-99,1,20,2,0,-88,-99,0,1,1
3492,Michigan,Kalamazoo,1998,1,1,1,2,-99,3,1,1,0,-88,0,7,2,4,1,2,-99,-99,-99,-99,3,-99,1,-99,-99,-88,-88,-88,-88,0,1,0,0,1,Michigan,Battle Creek,-99,-99,10,-99,-99,-99,3,47,-99,-99,2,-99,0,-99,United States of America,1,United States of America,564,0,-88,-99,-99,-99,-99,0,-88,-99,-99,-99,0,0,-88,0,0,-99,-99,-99,-99,-99,-99,0,-88,-99,0,-99,-99
3494,Michigan,Kalamazoo,1998,1,1,1,2,-99,3,1,1,0,-88,0,7,2,4,1,2,-99,-99,-99,-99,2,-99,1,-99,-99,-88,-88,-88,-88,0,1,0,0,1,Michigan,Olivet,0,2,10,5,0,0,3,48,-99,-99,2,-99,0,0,United States of America,1,United States of America,576,0,-88,-99,-99,-99,-99,1,0,0,-99,-99,0,0,-88,0,0,3,-99,-99,-99,-99,-99,0,-88,-99,0,1,-99
3495,Colorado,Cortez,1998,3,-99,-99,-99,-99,5,1,-88,-88,-88,0,10,-99,-99,7,2,-99,-99,-99,-99,-99,-99,0,-99,-99,-88,-88,-88,-88,0,1,0,0,4,Colorado,Dove Creek,-99,-99,10,5,-99,-99,3,30,-99,-99,2,8,0,-99,United States of America,1,United States of America,360,0,-88,3,-99,1,3,0,-88,-99,2,-99,0,0,-88,0,1,-99,-99,-99,1,5,1,0,-88,-99,0,-99,-99
3496,Colorado,Ignacio,1998,-99,2,-99,-99,-99,5,1,-88,-88,-88,0,10,2,3,7,2,0,-88,1,1,2,-99,0,0,-99,-88,-88,-88,-88,0,1,0,0,4,Colorado,Durango,0,-99,10,5,-99,3,-99,26,-99,-99,2,-99,0,-99,United States of America,1,United States of America,312,0,-88,-99,-99,-99,-99,0,-88,0,-99,-99,0,0,-88,0,0,2,-99,-99,-99,-99,-99,0,-88,-99,0,1,3
3498,Texas,Austin,1998,2,1,-99,1,-99,2,1,1,0,-88,0,7,2,4,-99,3,-99,-99,-99,1,-99,-99,1,-99,-99,-88,-88,-88,-88,0,1,0,0,2,Texas,Los Fresnos,-99,2,10,-99,8,-99,3,43,-99,-99,2,-99,0,-99,United States of America,1,United States of America,-99,0,-88,-99,-99,-99,-99,1,0,-99,-99,-99,0,0,-88,0,0,-99,-99,-99,-99,-99,-99,0,-88,-99,0,1,-99
3499,Texas,Austin,1998,2,1,0,1,1,2,1,1,0,-88,0,7,2,4,4,3,-99,-99,-99,1,2,-99,1,0,-99,-88,-88,-88,-88,0,1,0,0,4,Texas,Olmito,0,2,10,5,-99,-99,3,72,2,-99,2,-99,0,-99,United States of America,1,United States of America,864,0,-88,-99,0,6,-99,1,0,0,-99,-99,0,0,-88,0,0,-99,-99,-99,0,-88,-88,0,-88,0,0,1,3
3500,South Carolina,-99,1998,-88,-88,-88,-88,-88,0,0,-88,-88,-88,0,5,2,2,-99,2,-99,-99,-99,-99,2,-99,0,-99,1,-88,-88,-88,-88,0,1,0,0,1,South Carolina,Abbeville,-99,-99,6,1,-99,-99,-99,40,-99,-99,2,-99,0,-99,United States of America,1,United States of America,480,0,-88,-99,-99,-99,-99,0,-88,-99,-99,-99,0,0,-88,0,0,-99,-99,-99,-99,-99,-99,0,-88,-99,0,1,-99
3501,Alabama,Montgomery,1999,2,1,0,1,0,2,1,1,0,-88,0,5,2,4,4,3,-99,-99,-99,-99,2,-99,0,-99,-99,-88,-88,-88,-88,0,1,0,0,2,Alabama,Mobile,0,-99,7,5,0,0,3,27,-99,-99,2,15,0,-99,United States of America,1,United States of America,324,0,-88,-99,-99,2,4,0,-88,0,-99,2,0,0,-88,1,0,-99,-99,-99,0,-88,-88,0,-88,-99,0,1,2
3503,California,Elk Grove,1999,14,-99,-99,-99,-99,3,1,1,0,-88,0,5,2,4,4,2,-99,-99,-99,0,-99,-99,1,-99,1,-88,-88,-88,-88,0,1,0,0,1,California,Camino,0,-99,10,5,-99,-99,-99,42,-99,-99,2,-99,0,-99,United States of America,1,United States of America,504,0,-88,-99,0,-99,-99,0,-88,-99,-99,-99,0,0,-88,0,1,3,-99,-99,-99,-99,-99,0,-88,-99,0,1,-99
3897,Illinois,Salem,1998,1,2,-99,3,-88,4,1,1,0,-88,0,7,2,4,6,3,-99,-99,-99,-99,2,-99,0,-88,-99,-88,-88,-88,-88,0,1,0,0,2,Illinois,Salem,0,-99,10,5,-99,-99,3,59,-99,-99,2,-99,0,-99,United States of America,1,United States of America,708,0,-88,-99,-99,1,4,0,-88,0,-99,3,0,0,-88,0,1,3,-99,-99,-99,-99,-99,0,-88,-99,0,-99,-99
3506,Georgia,Buford,1999,-88,-88,-88,-88,-88,0,0,-88,-88,-88,0,9,2,4,2,2,-99,-99,-99,-99,3,24,0,-99,-99,-88,-88,-88,-88,0,1,0,0,4,Georgia,Atlanta,0,-99,7,4,8,-99,3,38,-99,-99,2,-99,0,-99,United States of America,1,United States of America,456,0,-88,-99,-99,-99,-99,0,-88,0,-99,-99,0,0,-88,0,1,3,-99,-99,2,16,2,0,-88,-99,0,1,1
3507,Kentucky,-99,2001,3,0,0,1,-99,5,1,-88,-88,-88,0,10,2,4,4,0,0,-88,-99,-88,-88,-88,0,-99,-99,-88,-88,-88,-88,0,1,0,0,1,Kentucky,Somerset,-99,1,10,5,-99,-99,3,53,-99,-99,2,15,0,-99,United States of America,1,United States of America,636,0,-88,-99,0,-99,-99,0,-88,0,-99,-99,0,0,-88,0,0,-99,-99,-99,-99,-99,-99,0,-88,-99,0,-99,1
3508,California,Culver City,2001,2,1,0,1,-99,2,1,1,0,-88,0,7,2,4,7,3,1,4,1,1,3,372,0,-99,0,-88,-88,-88,-88,0,0,0,1,16,California,Los Angeles,1,2,10,5,1,0,3,56,2,2,2,12,0,-99,United States of America; Canada,2,Canada,672,1,Canada,5,0,-99,-99,1,0,1,-99,-99,0,0,-88,0,0,3,1,1,-99,-99,-99,0,-88,-99,0,0,3
3511,Montana,Kalispell,2002,2,1,-99,2,-99,3,1,1,0,-88,0,7,2,4,-99,2,0,-88,0,0,3,-99,1,-99,-99,-88,-88,-88,-88,0,1,0,0,1,Montana,-99,0,3,10,5,-99,-99,3,47,2,-99,2,-99,0,-99,United States of America,1,United States of America,564,0,-88,-99,-99,2,4,1,0,0,-99,2,2,0,2,2,1,3,-99,-99,3,2,2,0,-88,1,0,-99,-99
3513,Idaho,Lenore,1999,2,2,0,1,-99,3,1,1,0,-88,0,7,2,4,-99,2,-99,-99,-99,0,2,-99,1,-99,-99,-88,-88,-88,-88,0,1,0,0,1,Idaho,Lenore,0,3,10,5,-99,0,-99,54,3,2,2,-99,0,-99,United States of America,1,United States of America,648,0,-88,-99,-99,1,4,1,0,0,-99,2,0,0,-88,0,0,1,-99,-99,-99,-99,-99,0,-88,-99,0,1,2
3515,Pennsylvania,-99,2003,5,1,0,1,-99,2,1,1,0,-88,0,5,2,4,4,3,0,-88,-99,-99,3,-99,0,-99,-99,-88,-88,-88,-88,0,1,0,0,2,Pennsylvania,Amwell,-99,-99,7,5,-99,-99,3,40,3,3,2,15,0,-99,United States of America,1,United States of America,480,0,-88,-99,-99,4,1,0,-88,0,-99,1,0,0,-88,0,0,3,-99,-99,0,-88,-88,0,-88,-99,1,1,3
3516,Idaho,Grangeville,2005,2,1,0,1,0,2,1,0,-88,-88,0,7,2,4,4,0,-99,-99,-99,-88,-88,-88,0,0,-99,-88,-88,-88,-88,0,1,0,0,1,Idaho,Grangeville,0,2,10,0,0,0,3,48,-99,-99,2,-99,0,-99,United States of America,1,United States of America,588,0,-88,-99,0,2,4,0,-88,0,-99,3,0,0,-88,0,0,-99,-99,-99,0,-88,-88,0,-88,-99,0,-99,-99
3517,California,Los Angeles,2003,-88,-88,-88,-88,-88,0,0,-88,-88,-88,0,5,2,4,1,0,0,-88,-99,-88,-88,-88,0,-99,-99,-88,-88,-88,-88,0,1,0,0,4,California,San Fernando,-99,-99,9,4,-99,-99,3,38,-99,-99,2,-99,0,-99,United States of America,1,United States of America,456,0,-88,-99,0,4,1,0,-88,0,-99,-99,0,0,-88,0,0,-99,-99,-99,0,-88,-88,0,-88,-99,0,-99,-99
3518,Michigan,Traverse City,2003,3,-99,-99,-99,-99,3,1,1,0,-88,0,5,2,4,1,2,-99,-99,-99,1,2,-99,0,-99,-99,-88,-88,-88,-88,0,1,0,0,1,Michigan,Wexford County,-99,2,10,4,0,-99,3,43,1,-99,2,-99,0,-99,United States of America,1,United States of America,516,0,-88,-99,0,-99,-99,1,0,-99,-99,-99,0,0,-88,1,0,-99,-99,-99,-99,-99,-99,0,-88,-99,0,-99,-99
3519,Tennessee,Lenoir City,2004,4,2,0,1,-99,2,1,1,0,-88,0,7,2,4,4,0,0,-88,0,-88,-88,-88,0,1,1,-88,-88,-88,-88,0,1,0,0,2,Tennessee,Knoxville,0,1,10,2,8,0,3,20,1,0,2,-99,0,-99,United States of America,1,United States of America,240,0,-88,-99,0,3,2,1,0,0,-99,1,0,0,-88,2,0,0,0,0,0,-88,-88,0,-88,-99,0,0,0
3520,New Jersey,-99,2005,14,1,0,1,-99,2,1,1,0,-88,0,5,2,4,4,2,-99,-99,-99,-99,-99,-99,1,-99,-99,0,-88,-88,-88,0,1,0,0,2,New Jersey,Manchester Township,-99,-99,-99,-99,0,0,3,28,-99,-99,2,-99,0,-99,United States of America,1,United States of America,336,0,-88,-99,-99,-99,-99,0,-88,-99,-99,-99,0,0,-88,0,0,-99,-99,-99,3,4,1,0,-88,-99,0,-99,-99
3522,California,Newark,2006,8,0,0,-99,0,1,1,0,-88,-88,0,8,2,4,4,3,0,-88,2,1,3,60,0,-99,-99,0,-88,-88,-88,0,1,0,0,2,New Jersey,Phillipsburg,0,-99,3,5,-99,-99,3,26,3,0,2,-99,0,0,United States of America,1,United States of America,312,0,-88,-99,0,1,4,0,-88,0,-99,2,0,0,-88,0,0,3,-99,0,3,4,3,0,-88,-99,0,-99,-99
3523,Alabama,Seale,2013,8,2,0,1,0,2,1,1,0,-88,0,7,2,4,1,0,0,-88,0,-88,-88,-88,0,1,-99,0,-88,-88,-88,0,1,0,0,2,Alabama,Fort Mitchell,0,-99,10,5,8,0,3,17,1,0,2,-99,0,0,United States of America,1,United States of America,204,0,-88,2,1,5,-88,0,-88,0,-99,-88,0,-88,-88,0,0,-99,-99,-99,0,-88,-88,0,-88,-99,0,-99,0
3524,District of Columbia,Washington,2012,14,1,0,1,-99,5,1,1,0,-88,0,10,2,4,4,0,0,-88,-99,-88,-88,-88,0,-99,-99,-99,-99,-99,-99,0,0,0,1,17,Virginia,Herndon,-99,-99,10,5,0,-99,-99,28,-99,-99,2,-99,0,-99,United States of America,1,United States of America,336,0,-88,9,0,-99,-99,0,-88,-99,-99,1,0,0,-88,2,0,-99,-99,-99,0,-88,-88,0,-88,-99,0,0,2
3525,Wisconsin,Oak Creek,2012,15,1,-99,1,1,5,1,1,1,1,0,10,-88,-88,7,3,-99,-99,1,-99,2,10,1,1,1,1,-99,13,1,0,1,0,0,2,Colorado,Denver,0,3,10,5,8,0,3,40,1,0,2,-99,0,-99,United States of America,1,United States of America,480,0,-88,3,0,3,3,1,0,0,2,2,0,0,-88,0,1,-99,-99,1,1,13,4,0,-88,2,0,-99,3
3527,Georgia,Fort Stewart,2011,2,2,1,3,-99,3,1,1,0,-88,0,7,2,4,3,3,-99,-99,-99,1,2,-99,1,-99,-99,0,-88,-88,-88,0,1,0,0,1,Georgia,Fort Stewart,-99,1,10,-99,-99,-99,3,26,-99,-99,2,-99,0,-99,United States of America,1,United States of America,-99,0,-88,-99,-99,1,4,1,1,0,-99,2,0,0,-88,0,0,-99,-99,-99,-99,-99,-99,0,-88,-99,0,-99,-99
3528,Alabama,Dothan,2011,-88,-88,-88,-88,-88,0,0,-88,-88,-88,0,3,2,4,4,2,-99,-99,-99,1,2,-99,1,-99,-99,-99,-99,-99,-99,0,1,0,0,4,Alabama,Dothan,0,-99,-99,-99,0,0,3,-99,1,-99,2,-99,0,0,United States of America,1,United States of America,-99,0,-88,-99,0,2,4,0,-88,0,-99,3,0,0,-88,0,0,-99,-99,2,-99,-99,-99,0,-88,-99,0,1,1
3535,Florida,Jacksonville,1990,1,1,-99,2,-88,3,1,1,0,-88,0,7,2,4,1,3,-99,-99,-99,-99,2,-99,0,-88,-99,-88,-88,-88,-88,0,1,0,0,2,Tennessee,Clarksville,-99,3,10,1,-99,-99,3,31,2,-99,2,-99,0,-99,United States of America,1,United States of America,372,0,-88,3,-99,1,4,1,1,0,-99,2,0,0,-88,0,0,3,3,0,3,3,3,0,-88,-99,0,-99,3
3538,Georgia,Fort Stewart,2011,2,2,1,3,-99,3,1,1,0,-88,0,10,2,4,4,3,1,4,0,1,2,-99,1,-99,-99,-99,-99,-99,-99,0,1,0,0,1,Georgia,-99,0,1,10,5,-99,0,3,25,1,0,2,-99,0,-99,United States of America,1,United States of America,300,0,-88,-99,0,1,4,1,1,0,-99,2,0,0,-88,1,0,3,-99,-99,0,-88,-88,0,-88,1,0,1,1
3545,Idaho,Ruby Ridge,1990,-88,-88,-88,-88,-88,0,0,-88,-88,-88,0,5,1,4,1,3,0,-88,1,0,1,-99,0,-88,-99,-88,-88,-88,-88,0,1,0,0,2,Idaho,Ruby Ridge,0,3,9,5,8,-99,3,41,2,4,2,7,0,0,United States of America,1,United States of America,492,0,-88,4,0,2,3,1,0,0,-99,2,0,0,-88,0,0,2,2,2,0,-88,-88,0,-88,0,0,1,1
3546,Arkansas,Little Rock,2010,3,-99,-99,-99,0,5,1,-88,-88,-88,0,10,-88,-88,8,0,0,-88,-99,-88,-88,-88,1,-99,-99,0,-88,-88,-88,0,1,0,0,4,Ohio,Springfield,0,3,10,4,0,0,3,45,2,2,2,-99,0,-99,United States of America,1,United States of America,540,0,-88,3,0,2,4,1,0,0,-99,1,0,0,-88,1,0,-99,0,0,3,4,4,0,-88,-99,0,1,-99
3547,Florida,Jacksonville,1990,1,1,0,1,-88,3,1,1,0,-88,0,5,2,4,4,3,1,2,0,0,2,-99,0,-88,-99,-88,-88,-88,-88,0,1,0,0,2,Florida,Jacksonville,0,2,7,5,0,-99,3,26,-99,-99,2,-99,0,-99,United States of America,1,United States of America,312,0,-88,-99,-99,1,4,1,0,0,-99,-99,0,0,-88,0,0,-99,3,-99,0,-88,-88,0,-88,0,0,-99,-99
3550,Georgia,Fort Stewart,2011,2,2,1,3,-99,3,1,1,0,-88,0,7,2,4,3,3,0,-88,0,1,3,2,1,1,-99,-99,-99,-99,-99,0,1,0,0,1,Washington,Cashmere,0,2,10,1,0,0,3,20,4,0,2,11,0,0,United States of America,1,United States of America,240,0,-88,3,1,1,4,1,1,0,2,2,0,0,-88,0,0,0,0,0,3,1,2,0,-88,-99,0,1,3
3554,California,Sacramento,2011,-88,-88,-88,-88,-88,0,0,-88,-88,-88,0,5,2,1,4,2,-99,-99,-99,-99,2,-99,0,-99,-99,0,-88,-88,-88,0,1,0,0,2,California,Sacramento,-99,-99,6,1,-99,-99,3,36,3,2,2,-99,0,-99,United States of America,1,United States of America,432,0,-88,-99,-99,1,4,0,-88,0,-99,2,0,0,-88,0,0,1,-99,-99,-99,-99,-99,0,-88,1,0,-99,3
3556,District of Columbia,Washington,2021,-88,-88,-88,-88,-88,0,0,-88,-88,-88,0,2,2,4,3,3,-99,-99,-99,0,2,20,0,1,-99,1,-99,1,1,0,1,0,0,1,Washington,Vancouver,0,2,9,5,13,0,3,41,1,0,2,-99,0,0,United States of America,1,United States of America,492,0,-88,7,0,2,3,0,-88,0,2,2,0,0,-88,0,0,3,0,0,0,-88,-88,0,-88,0,0,1,0
3559,Georgia,Fort Stewart,2011,2,2,1,3,-99,3,1,1,0,-88,0,7,2,4,4,3,-99,-99,-99,1,3,-99,1,-99,-99,-99,-99,-99,-99,0,1,0,0,1,Georgia,-99,1,1,7,5,-99,0,3,27,2,4,2,-99,0,-99,United States of America,1,United States of America,-99,0,-88,-99,-99,-99,-99,1,0,0,-99,2,0,0,-88,0,1,1,1,1,3,4,3,0,-88,-99,0,1,-99
3561,Florida,-99,1981,14,2,0,3,-88,4,1,,,,0,7,2,4,1,3,0,-88,1,1,3,39,0,-88,0,-88,-88,-88,-88,0,1,0,0,2,Alabama,Athens,0,1,10,5,0,0,3,28,2,0,2,-99,0,-99,United States of America,1,United States of America,33,0,-88,2,0,-99,-99,0,-88,0,-99,-99,0,0,-88,0,0,3,0,0,0,-88,-88,0,-88,3,0,0,2
3573,Louisiana,Mansfield,2006,1,2,1,0,0,3,1,0,-88,-88,0,7,2,4,-99,3,-99,-99,-99,1,3,324,0,-99,-99,0,-88,-88,-88,0,1,0,0,2,Louisiana,Mansfield,0,3,10,5,-99,-99,3,50,-99,0,2,-99,0,-99,United States of America,1,United States of America,720,0,-88,4,0,-99,3,0,-88,0,-99,1,0,0,-88,0,0,1,-99,1,3,1,3,0,-88,-99,0,-99,-99
3574,New York,-99,2007,-88,-88,-88,-88,-88,0,0,-88,-88,-88,0,2,1,2,1,0,0,-88,0,-88,-88,-88,0,-99,2,0,-88,-88,-88,0,1,0,0,4,Texas,Rockwall,0,3,5,5,8,-99,3,33,2,3,2,7,0,-99,United States of America,1,United States of America,396,0,-88,4,0,1,4,0,-88,0,3,3,0,0,-88,0,1,-99,0,0,1,13,1,0,-88,-99,0,1,3
3577,Tennessee,-99,2007,3,0,-99,-99,0,5,1,0,-88,-88,0,10,-99,1,1,3,-99,-99,-99,1,2,60,0,1,-99,0,-88,-88,-88,0,1,0,0,2,Missouri,Kirksville,0,3,10,5,0,-99,3,41,-99,-99,2,-99,0,-99,United States of America,1,United States of America,492,0,-88,5,-99,-99,3,0,-88,0,2,2,0,0,-88,0,0,2,-99,-99,-99,-99,-99,0,-88,-99,0,1,1
3580,Texas,West Odessa,2020,-88,-88,-88,-88,-88,0,0,-88,-88,-88,0,2,2,4,3,1,-99,-99,-99,-88,2,2,0,-99,-99,-99,-99,-99,-99,0,1,0,0,1,Texas,-99,0,1,9,1,12,-99,3,24,1,0,2,-99,0,-99,United States of America,1,United States of America,288,0,-88,-99,0,-99,-99,0,-88,0,-99,-99,0,0,-88,0,0,3,-99,-99,-99,-99,-99,0,-88,0,0,0,0
3582,Alabama,Ozark,2012,-88,-88,-88,-88,-88,0,0,-88,-88,-88,0,3,2,4,4,3,-99,-99,-99,1,3,84,1,1,-99,1,-99,1,1,0,1,0,0,4,Alabama,Ozark,-99,-99,9,5,-99,-99,3,56,1,-99,2,11,0,-99,United States of America,1,United States of America,660,0,-88,-99,-99,-99,4,0,-88,0,-99,-99,0,0,-88,0,0,2,-99,-99,1,10,5,0,-88,-99,0,1,-99
3586,Wisconsin,Madison,2011,5,2,0,1,-99,3,1,0,-88,-88,0,7,2,4,4,0,0,-88,0,-88,-88,-88,0,-99,-99,-99,-99,-99,-99,0,0,0,1,15,Wisconsin,Marshfield,-99,2,10,5,0,-99,3,63,-99,-99,2,11,0,-99,United States of America,1,United States of America,756,0,-88,-99,-99,-99,-99,0,-88,-99,-99,-99,0,0,-88,0,0,-99,-99,-99,0,-88,-88,0,-88,-99,0,-99,-99
3591,Montana,Billings,2009,14,1,-99,-99,-99,5,1,0,-88,-88,0,10,2,4,4,2,0,-88,1,1,2,-99,0,2,-99,-99,-99,-99,-99,0,1,0,0,2,Montana,Billings,0,2,10,5,-99,-99,3,17,1,0,2,-99,0,-99,United States of America,1,United States of America,204,0,-88,2,1,5,-88,0,-88,0,-99,-88,0,-88,-88,0,0,1,-99,-99,-99,-99,-99,0,-88,-99,0,0,2
